,sentence,author
10957,"She said, more  composedly:   ""I don't think this place would be very agreeable in a storm.""",Christie
10958,"He said, almost blurting out the words:   ""Look here, doctor, you did give her some dope, you know.""",Christie
10959,But the door was locked?”,Christie
10960,"Just a nasty turn.""",Christie
10961,"The last was in allusion to my black bag, which I had laid down on the oak chest.",Christie
10962,"“Mr. Hammond is staying to lunch with us,” said Mrs. Ackroyd.",Christie
10963,“Where did you eventually discover it?”,Christie
10964,"He was very angry about it, and I said I had better leave.",Christie
10965,"Alfred Inglethorp, of course!”",Christie
10966,"In his pleasant softly tinted room, Mr. Justice Wargrave removed his  garments and prepared himself for bed.",Christie
10967,He peeled off the tin  foil and drew the cork.,Christie
10968,"Blore said:   ""Have to pass the night somewhere.",Christie
10969,"Armstrong said slowly:   ""There was no empty cup by her bedside-there was nothing there at all.",Christie
10970,"“Not if you were drugged, mademoiselle.”",Christie
10971,It was some few minutes before be  straightened himself and turned from the bed.,Christie
10972,He made up his mind.,Christie
10973,I said quickly.,Christie
10974,"The sound I had heard, therefore, could not have been that of a window being shut down.",Christie
10975,Poirot and the lawyer looked at each other.,Christie
10976,"The weather had broken, and the sharp wind was almost autumnal in its shrewishness.",Christie
10977,“Every single person who comes up here says that.,Christie
10978,“Now I have made it my business to find out more about this man.,Christie
10979,"He was very annoyed about it, and she gave notice.",Christie
10980,“I always had hopes of that letter.,Christie
10981,There had been things in the paper about Indian Island¬  something about a film star-or was it an American millionaire?,Christie
10982,"Tell me instead, what were Ralph Paton’s reasons for disappearing?”",Christie
10983,They sat listlessly huddled together.,Christie
10984,"“Then you think——”  “_Mon ami_, do you remember the two points I laid stress upon?",Christie
10985,A little distance away from the dining-room window he found the syringe.,Christie
10986,He is convinced  that the murderer is one of us.,Christie
10987,Poirot shook his head energetically.,Christie
10988,“Is there anything further?”,Christie
10989,"""I'll go and see,   Sir.""",Christie
10990,"He said impatiently:   ""Don't be a damned fool, Blore!",Christie
10991,Dr. Armstrong spoke to her soothingly.,Christie
10992,"“If I were you,” he said at last, “I should not release the man Charles Kent yet.”",Christie
10993,Hasn’t he ever mentioned him to you?,Christie
10994,Quick as a panther-as any other feline creature. . .,Christie
10995,"“To-morrow,” said Flora, in a clear voice.",Christie
10996,"“Well, sir?”",Christie
10997,She—she told me everything.,Christie
10998,They went through the few outbuildings first  and then turned their attention to the building itself.,Christie
10999,"But I was a fool, really, because Blunt and I were in the billiard room from a quarter to ten onwards, so I’ve got a watertight alibi and nothing to fear.",Christie
11000,"“Delighted,” said Caroline.",Christie
11001,“I will remember.,Christie
11002,The judge looked at him unblinkingly.,Christie
11003,"And Mr. Ackroyd’s wanting not to be disturbed, and shutting himself up with the doctor the way he did.",Christie
11004,I asked.,Christie
11005,I can stay here!,Christie
11006,“You believe Parker’s story?”,Christie
11007,Raymond had recovered from his first surprise.,Christie
11008,“Not to me.,Christie
11009,He and Inspector Raglan will manage it between them.,Christie
11010,"It is exactly the  kind of vague incoherent letter she would write, urging me to join her here  and referring to her host and hostess in the vaguest of terms.",Christie
11011,"In exactly the same way, Mrs. Inglethorp had laid down her cup of coffee on reaching her room the night before, and the treacherous table had played her the same trick.",Christie
11012,“Ah!”,Christie
11013,"Rogers said quickly:   ""I will go down and inform him luncheon is ready.""",Christie
11014,"He said, looking from one to the other:   ""Is there anything more I can get you?",Christie
11015,"He hesitated and said:   ""We could go out and get it going, I suppose.""",Christie
11016,Suddenly Mrs. Inglethorp awakens and is seized with an alarming paroxysm.,Christie
11017,"Good thing, perhaps, that one can't foresee the  future   . .",Christie
11018,She had had a visit from Poirot and was very pleased and important about it.,Christie
11019,“But those stairs only lead to Mr. Ackroyd’s bedroom.”,Christie
11020,"“Curious,” said Poirot again.",Christie
11021,"“All this,” I said, “is very interesting—but hardly in the sphere of practical politics.”",Christie
11022,He would now call the prisoner.,Christie
11023,"“He has the air efficient, that one.”",Christie
11024,“No secret hobby?” she asked.,Christie
11025,"Oh, do believe me.”",Christie
11026,A chair that apparently moved itself.,Christie
11027,Poirot followed me down the narrow stairs.,Christie
11028,You had to invent some way of accounting for Mrs. Ferrars’s twenty thousand pounds.,Christie
11029,"A few minutes later the inspector joined the party in the hall, bringing the key with him.",Christie
11030,Mrs. Inglethorp came down last.,Christie
11031,“M. Poirot!,Christie
11032,You understand that?”,Christie
11033,Their interview was a stormy one—it might have been even more stormy had not Roger Ackroyd been already obsessed with his own troubles.,Christie
11034,"No, he covered his  employer's tracks all right.""",Christie
11035,"Before God, I didn't know what it was, sir.",Christie
11036,You remember her once mentioning that her father was a doctor?,Christie
11037,A lot of people know Hector Blunt—at least by repute.,Christie
11038,"“You have a plausible explanation of that also, I suppose?”",Christie
11039,Ten little Indian boys went out to dine;,Christie
11040,"To my extreme annoyance, Poirot was not in, and the old Belgian who answered my knock informed me that he believed he had gone to London.",Christie
11041,"“Now we can have your story of what happened that night,” said Raymond impatiently.",Christie
11042,Peaceful place. . . .,Christie
11043,His shaking hand pulled at his moustache.,Christie
11044,I just happened to be looking out of the window—the blind was flapping.,Christie
11045,“He doesn’t give himself away.,Christie
11046,They administered justice-Absolute Justice.,Christie
11047,"My sister’s nose, which is long and thin, quivered a little at the tip, as it always does when she is interested or excited over anything.",Christie
11048,"No, it’s just this,” he went on, seating himself at a wave of invitation from Poirot, “I’ve got a confession to make.”",Christie
11049,"Blore said in a satisfied voice:   ""Only place it could be.",Christie
11050,That should have conveyed something to you.”,Christie
11051,But she couldn't turn her head.,Christie
11052,"He said:     ""Look here, there's one thing you've forgotten.",Christie
11053,"“Or Parker,” suggested Colonel Melrose.",Christie
11054,Such a terrible disgrace.,Christie
11055,I must do them again.,Christie
11056,"""There you are, my girl.",Christie
11057,"General Macarthur said:   ""Never knew a man could die l ik e that-just of a choking fit!""",Christie
11058,Blunt came straight on till he reached the chair.,Christie
11059,He turned sharply.,Christie
11060,“Still—I do not see——” I began.,Christie
11061,"“What do you want me to do?” asked John, unable to help a faint smile.",Christie
11062,"He had said thoughtfully:   ""A hundred guineas, eh?""",Christie
11063,"People go days on end with nothing sometimes when they're on a diet.""",Christie
11064,"“Supposing a parcel arrived addressed to Mr. Lawrence Cavendish, and afterwards it disappeared, should you remark its absence?”",Christie
11065,"I asked, thankful that he had gone away from the subject of how the poison could have been introduced into the cocoa.",Christie
11066,But I eventually decided in favour of ‘a woman’s happiness’.,Christie
11067,We can’t very well hold him for obtaining money on false pretences.,Christie
11068,"""Rather proof that I'm telling the truth, isn't it?""",Christie
11069,I continued to eat eggs and bacon.,Christie
11070,He leant forward.,Christie
11071,“Yes—you’ll laugh at me——”  “Not at all.,Christie
11072,“That Russell woman.,Christie
